,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,exceeded,product
42109,0,4.6,2.3,1.15,0.05842,142,97.75,5.75,0,Fresh Frozen Broccoli Cuts
42110,0,4.71,2.35,1.18,0.06096,146,100.13,5.89,0,Chopped Broccoli
42111,28.57,60.71,7.14,7.14,2.90322,2243,2267.68,96.42,0,Cheese Puffs
42112,32.14,60.71,3.57,3.57,2.08534,2243,2346.22,96.42,0,"Curls Corn Snack, Cheese"
42113,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Sharp Cheddar Natural Cheese
42114,0,0,0,0,0,0,0,0,0,"Sparkling Water, Cranberry Raspberry"
42115,0,2.17,0,10.87,0.4699,226,221.68,13.04,0,Egg Mates
42116,0,88.89,0,0,0.28194,1858,1511.13,88.89,0,Classic Ice Cream Cones
42117,1.94,18.6,11.63,3.1,0.27686,423,444.56,23.64,0,Rice Pudding
42118,1.55,19.38,13.95,3.1,0.29464,423,442.61,24.03,0,Tapioca Pudding
42119,22.5,37.5,2.5,7.5,1.778,1569,1642.5,67.5,0,Garlic Texas Toast
42120,0,2.17,0,10.87,0.4699,226,221.68,13.04,0,Egg Mates
42121,28.57,64.29,0,7.14,0.54356,2243,2328.54,100,1,"Tortilla Chips, Yellow Corn Tortilla Rounds"
42122,28.57,64.29,0,7.14,0.72644,2243,2328.54,100,1,White Corn Restaurant Style Tortilla Chips
42123,35.71,46.43,7.14,10.71,2.81178,2243,2364.07,92.85,0,"Popcorn, White Cheddar"
42124,0,4.17,2.92,0.83,0.71882,88,85,5,0,Tomato Juice From Concentrate
42125,0,4.58,3.33,0.42,0.14732,88,85,5,0,Low Sodium 100% Juice
42126,0.88,4.42,3.54,12.39,0.98806,335,320.09,17.69,0,Lowfat Cottage Cheese
42127,23.33,16.67,13.33,0,2.87782,1117,1193.26,40,0,Classic Italian Dressing
42128,20,20,16.67,0,2.794,1117,1120,40,0,Thousand Island Dressing
42129,0,80,0,10,0.254,1674,1530,90,0,Plain Rice Cakes
42130,0,80,0,10,0,1674,1530,90,0,"Rice Cakes, Unsalted"
42131,0,80,0,10,0,1674,1530,90,0,Multigrain Rice Cakes
42132,3.57,50,14.29,7.14,0.86106,1046,1110.61,60.71,0,Cinnamon-Raisin Swirl Bread
42133,24.24,54.55,0,9.09,2.00152,1904,2027.24,87.88,0,Microwave Popcorn
42134,2.63,47.37,3.51,10.53,1.20396,1100,1086.87,60.53,0,White Sliced Bread
42135,0,14.17,14.17,0,0.0381,243,240.89,14.17,0,"Juice Cocktail, Cranberry"
42136,25.64,53.85,7.69,12.82,1.82372,2146,2133.35,92.31,0,"Crackers, Peanut Butter"
42137,1.18,29.41,20,1.18,0.07366,540,566.05,31.77,0,"Lowfat Sherbet, Orange"
42138,1.18,29.41,20,1.18,0.07366,540,566.05,31.77,0,Rainbow Sherbet
42139,1.18,15.29,7.06,2.35,0,343,345.9,18.82,0,Super Sweet Cut Corn
42140,0,5.88,1.18,1.18,0,121,120.02,7.06,0,Cut Green Beans
42141,0,12.94,3.53,2.35,0.0889,247,259.93,15.29,0,Harvest Vegetable Mix
42142,0,5.88,1.18,1.18,0,121,120.02,7.06,0,Green Beans
42143,0,7.06,2.35,1.18,0.06096,121,140.08,8.24,0,Prince Edward Vegetable Mix
42144,0,4.71,2.35,1.18,0.06096,121,100.13,5.89,0,Broccoli Florets
42145,4.55,28.79,1.52,8.33,0.38608,791,808.49,41.67,0,Round Cheese Ravioli
42146,4.55,34.55,1.82,10.91,0.43942,912,950.27,50.01,0,Cheese Ravioli
42147,2,32,1,7,0.762,753,741,41,0,Cheese Tortellini
42148,3,32,1,7,0.7874,753,780,42,0,Tri-Color Tortellini
42149,28.57,64.29,0,7.14,0.99822,2243,2328.54,100,1,Tortilla Chips
42150,28.57,64.29,0,7.14,0.72644,2243,2328.54,100,1,Restaurant Style White Corn Tortilla Chips
42151,6.67,33.33,33.33,0,0,837,826.74,40,0,"Coffee Creamer, French Vanilla"
42152,6.67,33.33,33.33,0,0,837,826.74,40,0,"Coffee Creamer, Original, Hazelnut"
42153,6.67,6.67,0,0,0,418,373.52,13.34,0,Coffee Creamer
42154,0,4.17,4.17,0,0.07874,71,70.89,4.17,0,"Light Juice Drink, Cranberry & Raspberry"
42155,28.57,4.76,0,23.81,2.17678,1594,1599.92,57.14,0,Provolone Cheese Slices
42156,28.57,4.76,0,23.81,1.69418,1594,1599.92,57.14,0,Natural Muenster Cheese Slices
42157,33.33,0,0,23.81,1.69418,1594,1704.64,57.14,0,Natural Colby Jack Cheese Slices
42158,3.85,30.77,23.08,3.08,0.19558,707,725.6,37.7,0,Churn Stlyle Light Ice Cream
42159,0,11.29,8.87,0,0.02032,201,191.93,11.29,0,Yellow Cling Sliced Peaches In Extra Light Syrup
42160,0,11.29,8.87,0,0.02032,201,191.93,11.29,0,Yellow Cling Sliced Peaches
42161,0,11.29,8.87,0,0.02032,201,191.93,11.29,0,Yellow Cling Peach Halves In Extra Light Syrup
42162,0,12.1,8.87,0,0.02032,201,205.7,12.1,0,Light Syrup
42163,0,12.1,8.87,0,0.02032,201,205.7,12.1,0,Fruit Cocktail In Extra Light Syrup
42164,0,11.29,8.87,0,0.02032,201,191.93,11.29,0,Bartlett Halves Pear In Extra Light Syrup
42165,0,11.29,8.87,0,0.02032,201,191.93,11.29,0,Bartlett Sliced Pears In Extra Light Syrup
42166,0,5.74,4.1,0,0.02032,105,97.58,5.74,0,Unpeeled Apricot Halves
42168,4.71,25.88,0,2.35,0.98552,640,663.6,32.94,0,Seasoned French Fried Potatoes
42169,11.76,24.71,0,2.35,0.95504,837,918.66,38.82,0,Crispy Crowns Shredded Potato Rounds
42170,0,29.23,21.54,4.62,0.23368,577,575.45,33.85,0,Yogurt
42171,0,33.85,24.62,4.62,0.23368,644,653.99,38.47,0,"Frozen Yogurt, Vanilla Raspberry Swirl"
42172,5.38,30.77,21.54,3.08,0.254,774,785.27,39.23,0,Churn Style Light Ice Cream
42173,12.12,28.79,19.7,3.03,0.26924,950,1013.62,43.94,0,Ice Cream
42174,12.12,30.3,24.24,4.55,0.23114,1013,1065.13,46.97,0,Rocky Road Chocolate Ice Cream
42175,13.64,27.27,21.21,3.03,0.17272,950,1047.06,43.94,0,"Ice Cream, Chocolate Chip"
42176,10.61,25.76,19.7,3.03,0.19304,887,903.22,39.4,0,"Ice Cream, Vanilla"
42177,9.09,27.27,22.73,4.55,0.19304,887,895.45,40.91,0,Ice Cream
42178,10.61,25.76,19.7,3.03,0.19304,887,903.22,39.4,0,"Ice Cream, Chocolate, Strawberry, Vanilla"
42179,10.61,24.24,19.7,3.03,0.19304,887,877.38,37.88,0,"Ice Cream, Coffee"
42180,9.09,30.3,24.24,3.03,0.17272,887,921.12,42.42,0,"Ice Cream, Vanilla Fudge"
42181,10.61,25.76,18.18,3.03,0.17272,824,903.22,39.4,0,"Ice Cream, Strawberry"
42182,12.12,30.3,21.21,3.03,0.23114,1013,1039.29,45.45,0,Ice Cream
42183,13.64,25.76,19.7,4.55,0.17272,950,1047.23,43.95,0,Ice Cream Maple Walnut
42184,10.61,25.76,21.21,3.03,0.19304,887,903.22,39.4,0,Ice Cream
42185,10.61,27.27,21.21,3.03,0.19304,950,928.89,40.91,0,Ice Cream
42186,0,88.33,88.33,0,0.03048,1393,1501.61,88.33,0,Pure Maple Syrup
42187,21.43,67.86,0,3.57,1.08966,2243,2050.08,92.86,0,Original Potato Chips
42188,25,60.71,3.57,3.57,2.35966,1941,2067.76,89.28,0,"Kettle Cooked Potato Chips, Salt & Vinegar"
42189,21.43,57.14,3.57,7.14,2.17678,2092,1928.53,85.71,0,"Potato Chips, Mesquite Barbecue"
42190,0,4.17,3.33,0.83,0.508,88,85,5,0,Vegetable Juice
42191,0,4.58,3.33,0.42,0.14732,88,85,5,0,Vegetable Juice
42192,0,95.83,79.17,0,3.38582,1569,1629.11,95.83,0,Instant Pudding & Pie Filling
42193,0,95.83,79.17,0,3.38582,1569,1629.11,95.83,0,Instant Pudding & Pie Filling
42194,0,9.46,6.08,1.35,0.00762,172,183.77,10.81,0,Yellow Onions
42195,0,9.46,6.08,1.35,0.00762,172,183.77,10.81,0,Yellow Onions
42196,2.33,41.86,4.65,9.3,1.06426,778,960.59,53.49,0,Double Fiber Wheat Sliced Bread
42197,1.79,0,0,16.07,1.17856,335,343,17.86,0,Chicken Breast
42198,0,65,37.5,2.5,0,1046,1147.5,67.5,0,Pitted Prunes
42199,0,65,37.5,2.5,0,1046,1147.5,67.5,0,Pitted Prunes
42200,3.7,48.15,3.7,7.41,1.69418,1084,1088.82,59.26,0,Unseeded Rye Sliced Bread
42201,3.7,48.15,3.7,7.41,1.69418,1084,1088.82,59.26,0,Pumpernickel Sliced Bread
42202,3.57,17.86,21.43,50,4.53644,1343,1292.85,71.43,0,Beef Jerky
42203,3.57,17.86,21.43,50,4.445,1197,1292.85,71.43,0,Beef Jerky
42204,0,9.41,2.35,3.53,0.04572,222,219.98,12.94,0,Baby Brussels Sprouts
42205,0,3.7,1.23,2.47,0.37592,155,104.89,6.17,0,Chopped Spinach
42206,3.57,46.43,3.57,10.71,1.04394,1046,1110.61,60.71,0,Unseeded Italian Sliced Bread
42207,2.92,17.5,16.67,3.33,0.18034,452,467.99,23.75,0,Light Eggnog
42208,27.69,4.62,0,10.77,2.0701,1289,1341.54,43.08,0,Natural Casing Franks
42209,26.79,3.57,1.79,12.5,2.04216,1272,1318,42.86,0,Natural Casing Franks
42210,0,33.33,33.33,0,0,699,566.61,33.33,0,"Coffee Creamer, French Vanilla"
42211,22.81,50.88,19.3,5.26,1.47066,1761,1843.97,78.95,0,"Large Donuts, Plain"
42212,0,6,3,1,0,105,119,7,0,Rainbow Peppers
42213,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,New York Extra Sharp Cheddar Cheese
42214,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,New York Natural Extra Sharp Cheddar Cheese
42215,32.14,3.57,0,21.43,1.81356,1644,1678.46,57.14,0,Colby Jack Cheese
42216,28.57,3.57,0,28.57,0.54356,1494,1660.61,60.71,0,Natural Swiss Cheese
42217,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,Sharp Cheddar Cheese
42218,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,Natural Sharp Cheddar Cheese
42219,28.57,0,0,25,1.54178,1494,1539.23,53.57,0,Natural Monterey Jack Cheese
42220,0,93.33,26.67,6.67,0.67818,1674,1700,100,0,"Crispy Rice Snacks, Chocolate"
42221,53.57,21.43,3.57,17.86,0.99822,2540,2757.16,92.86,0,Deluxe Mixed Nuts
42222,2.04,61.22,2.04,18.37,0.0508,1025,1432.59,81.63,0,Navy Beans
42223,2.27,65.91,2.27,20.45,0.05842,1142,1556.65,88.63,0,Blackeye Peas
42224,1.43,62.86,2.86,22.86,0,1197,1513.01,87.15,0,Great Northern Beans
42225,1.43,62.86,2.86,22.86,0,1197,1513.01,87.15,0,Great Northern Beans
42226,1.92,61.54,1.92,23.08,0.22098,1205,1513.42,86.54,0,Green Split Peas
42227,1.09,60.87,4.35,21.74,0.05588,1092,1446.88,83.7,0,Large Lima Beans
42228,2.08,62.5,0,22.92,0.0254,1222,1533.26,87.5,0,Lentils
42229,1.16,62.79,4.65,20.93,0.11938,1071,1468.48,84.88,0,Light Red Kidney Beans
42230,0,72.73,0,9.09,0,1268,1390.94,81.82,0,Pearled Barley
42231,1.43,62.86,0,20,0,1197,1464.39,84.29,0,Pinto Beans
42232,2.17,56.52,2.17,17.39,0.08382,908,1341.1,76.08,0,Small Red Beans
42233,2.04,61.22,2.04,18.37,0.0508,1025,1432.59,81.63,0,Small White Beans
42234,2.17,60.87,2.17,21.74,0.05588,1092,1489,84.78,0,Yelloweye Peas
42235,4,48,4,12,1.3208,1004,1176,64,0,Whole Wheat Sliced Bread
42236,21.43,0,0,28.57,1.45034,1343,1321.46,50,0,Reduced Fat Colby Jack Cheese
42237,21.43,3.57,0,25,2.17678,1343,1321.46,50,0,Natural Sharp Cheddar Cheese
42238,0,9.41,5.88,1.18,0.19304,172,180.03,10.59,0,Baby Cut Carrots
42239,0.96,48.08,2.88,8.65,0.9271,1004,1001.85,57.69,0,Bagels
42240,0.96,47.12,2.88,8.65,0.9525,967,985.53,56.73,0,"Bagels, Plain"
42241,2.4,45.19,3.85,8.65,0.90424,1004,1008.88,56.24,0,Works Bagels
42242,14.29,71.43,0,14.29,2.35966,1795,2014.55,100.01,1,"Croutons, Cheese Garlic"
42243,14.29,57.14,0,14.29,2.90322,1795,1771.62,85.72,0,"Croutons With Garlic & Parmesan Cheese, Caesar"
42244,0,10.83,9.17,0.83,0,192,198.22,11.66,0,Orange Juice
42245,0,10.83,9.17,0.83,0,192,198.22,11.66,0,100% Orange Juice
42246,0,12.08,11.67,0,0,209,205.36,12.08,0,Lemonade
42247,0,9.17,8.75,0,0,159,155.89,9.17,0,"Iced Tea, Lemon"
42248,0,10.83,10.42,0,0,176,184.11,10.83,0,"Iced Tea, Raspberry"
42249,0,9.01,9.01,0,0.00254,155,153.17,9.01,0,Tonic Water
42250,0,0,0,0,0.00254,0,0,0,0,Diet Tonic Water
42251,0,0,0,0,0.00254,0,0,0,0,Club Soda
42252,0,0,0,0,0.00254,0,0,0,0,"Seltzer Water, Original"
42253,0,0,0,0,0.00254,0,0,0,0,"Seltzer Water, Lemon Lime"
42254,0,0,0,0,0.00254,0,0,0,0,Seltzer Water
42255,0,0,0,0,0.00254,0,0,0,0,"Seltzer Water, Lemon Lime"
42256,0,0,0,0,0.00254,0,0,0,0,"Seltzer Water, Mandarin Orange"
42259,0,2.5,2.5,0,0.0381,42,42.5,2.5,0,Apple Juice Cocktail From Concentrate
42260,2.13,59.57,2.13,19.15,0,979,1421.31,80.85,0,Black Beans
42262,0,0,0,0,0.00254,0,0,0,0,"Seltzer Water, Raspberry"
42263,0,0,0,0,0.00254,0,0,0,0,"Seltzer Water, Raspberry"
42264,50,0,0,28.57,4.71678,2389,2435.69,78.57,0,Hickory Smoked Bacon
42265,28.57,4.76,0,23.81,2.17678,1594,1599.92,57.14,0,Sliced Provolone Cheese
42266,14.29,1.79,1.79,23.21,2.49428,895,982.31,39.29,0,Corned Beef
42267,5.36,71.43,3.57,14.29,3.90144,1644,1666.28,91.08,0,Bread Crumbs
42268,5.36,67.86,3.57,14.29,1.905,1644,1605.59,87.51,0,"Bread Crumbs, Original"
42269,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,Sharp White Cheddar Cheese Snack Slices
42270,12.5,75,34.38,6.25,0.99314,1833,1868.75,93.75,0,Ginger Snaps Cookies
42271,23.53,7.06,1.18,15.29,1.88214,1230,1297.62,45.88,0,Mini Italian-Style Meatballs
42272,28.57,0,0,23.81,1.57226,1594,1519,52.38,0,Pepper Jack Cheese
42273,66.67,13.33,3.33,16.67,0,2791,3110.13,96.67,0,Walnuts
42274,73.33,13.33,3.33,10,0,2929,3256.48,96.66,0,Halved Pecans
42275,73.33,13.33,3.33,10,0,2929,3256.48,96.66,0,Chipped Pecans
42276,66.67,13.33,3.33,16.67,0,2791,3110.13,96.67,0,Chopped Walnut
42277,73.33,13.33,3.33,10,0,2929,3256.48,96.66,0,Chopped Pecans
42278,50,23.33,3.33,20,0,2372,2686.61,93.33,0,Sliced Almonds
42279,32.14,3.57,0,25,1.63322,1644,1739.15,60.71,0,Extra Sharp Cheddar Cheese
42280,30,66.67,60,0,0,2230,2303.39,96.67,0,"Candiquik, Candy Coating, Chocolate"
42281,26.67,73.33,60,0,0,2230,2286.74,100,0,"Candiquik, Candy, Vanilla"
42282,5.69,8.13,0.81,1.63,1.34112,372,387.83,15.45,0,Condensed Cream Of Chicken Soup
42283,21.88,71.88,34.38,3.12,0.87376,2092,2128.32,96.88,0,Fudge Covered Mint Cookies
42284,8.33,73.81,38.1,4.76,1.39192,1695,1660.56,86.9,0,"Muffin Mix, Blueberry"
42285,22.22,66.67,40.74,3.7,0.51816,2013,2062.87,92.59,0,"Fudge Striped Cookies, Coconut Caramel"
42286,30.77,57.69,30.77,0,0.83058,2251,2180.76,88.46,0,"Fudge Covered Cookies, Peanut Butter Filled"
42287,0,0,0,0,1.27,0,0,0,0,"Energy Water Enhancer, Cherry Limeade"
42288,0,0,0,0,0,0,0,0,0,"Replenish Water Enhancer, Strawberry Watermelon"
42289,0,0,0,0,0,0,0,0,0,"Replenish Water Enhancer, Berry, Pomegranate"
42290,21.43,67.86,0,7.14,0.99822,2092,2110.77,96.43,0,"Tortilla Chips, Stone Ground White Corn"
42291,0,78.95,0,10.53,0.20066,1540,1521.16,89.48,0,Instant Mashed Potatoes
42292,33.33,0,0,23.81,1.69418,1594,1704.64,57.14,0,Mild Cheddar Cheese
42293,1.25,10.42,9.58,0.83,0.13208,243,240,12.5,0,"Sweet & Creamy Iced Coffee, Mocha"
42294,1.25,10.42,9.58,0.83,0.127,243,240,12.5,0,"Iced Coffee, Vanilla"
42295,24,64,20,8,0.8636,2176,2160,96,0,Peanut Butter Sandwich Cookies
42296,22.86,68.57,34.29,2.86,0.762,2033,2105.85,94.29,0,Fudge Striped Shortbread Cookies
42297,0,13.75,13.33,0,0.0381,226,233.75,13.75,0,"Juice, Pineapple"
42298,0,11.67,11.25,0,0.0381,192,198.39,11.67,0,Lemonade From Concentrate
42299,0,11.67,11.67,0,0.0381,192,198.39,11.67,0,"Lemonade, Raspberry"
42300,0,12.92,12.5,0,0.0381,209,219.64,12.92,0,"Juice Cocktail From Concentrate, Cranberry Pomegranate"
42301,0,7.5,6.67,0,0.05334,121,127.5,7.5,0,Tropical Juice Splash From Concentrate
42302,0,7.92,7.5,0,0.0381,121,134.64,7.92,0,"Berry Juice Splash From Concentrate, Berry Flavored Juice Beverage With A Blend Of Carrot, Apple And 4 Berry Juices From Concentrate With Other Natural Flavors"
42303,2.17,86.96,39.13,0,0.10922,1636,1562.95,89.13,0,Curious George Fruit Snacks
42304,0,0,0,0,0,0,0,0,0,"Sparkling Water Beverage, Kiwi-Strawberry"
42305,0,0,0,0,0,0,0,0,0,"Sparkling Water Beverage, Chill"
42306,0,0,0,0,0,0,0,0,0,"Chill Sparkling Water Beverage, Black Raspberry"
42307,16.67,4.76,0,23.81,2.17678,1197,1135.82,45.24,0,Provolone Cheese Slices
42308,32.14,0,0,25,1.63322,1644,1678.46,57.14,0,Extra Sharp Cheddar Cheese
42310,14.89,14.89,1.42,4.26,0.61214,770,906.26,34.04,0,Broccoli Quiche
42311,18.44,14.89,1.42,7.8,1.04394,920,1104.89,41.13,0,Quiche Lorraine
42312,19.57,73.91,30.43,4.35,0.88392,2000,2093.65,97.83,0,White Striped Chocolate
42313,28.57,64.29,0,7.14,0.77216,2243,2328.54,100,1,100% White Corn Tortilla Chips
42314,25,67.86,0,7.14,1.13284,2243,2250,100,0,Tortilla Rounds Chips
42315,28.57,64.29,0,7.14,0.77216,2243,2328.54,100,1,100% White Corn Tortilla Chips
42316,28.57,64.29,0,7.14,0.77216,2243,2328.54,100,1,Restaurant Style White Corn Tortilla Chips
42317,17.24,68.97,48.28,3.45,0.3937,1874,1903.5,89.66,0,Fudge Marshmallow Whirls Cookies
42318,10.71,14.29,0,17.86,1.45034,946,964.24,42.86,0,Crispy Chicken Strips
42319,13.1,13.1,0,15.48,2.90322,996,996.76,41.68,0,Buffalo-Style Chicken Strips
42320,17.02,13.48,1.42,7.09,0.62992,920,1013.47,37.59,0,Summer Vegetable
42321,0,42.11,0,8.77,0.75692,883,864.96,50.88,0,Regular Pizza Dough
42322,10,6.43,0.71,15,0.87122,749,754.31,31.43,0,Stuffed Chicken Breast
42323,10,9.29,0.71,12.86,0.77978,749,766.55,32.15,0,Raw Stuffed Chicken Breast With Rib Meat
42324,19.29,8.57,0.71,14.29,0.85344,1105,1140.93,42.15,0,Raw Stuffed Chicken Breast
42325,6.45,80.65,29.03,6.45,1.47574,1619,1732.25,93.55,0,Crispy Rice And Wheat Flakes
42326,1.58,52.63,6.32,9.47,0.82804,1100,1117.32,63.68,0,French Toast Bagels
42327,42.86,3.57,0,17.86,3.71856,1941,2035.85,64.29,0,Sliced Jalapeno Pepperoni
42328,2.68,1.79,0,23.21,0.99822,523,529.52,27.68,0,Fully Cooked Oven Roasted Diced Chicken Breast With Rib Meat
42329,0,87.1,29.03,6.45,1.22936,1485,1590.35,93.55,0,Crispy Rice & Wheat Flakes With Strawberries
42330,12.28,43.86,8.77,5.26,2.4511,1322,1313.96,61.4,0,Jumbo Flaky Biscuits
42331,0,4.71,2.35,1.18,0.0889,100,100.13,5.89,0,Bok Choy Blend
42333,0,5.88,2.35,1.18,0.04572,121,120.02,7.06,0,Stir Crazy Blend
42334,0,5.88,2.35,1.18,0.10414,100,120.02,7.06,0,Far Fast Blend
42335,0,10.59,2.35,1.18,0.0889,197,200.09,11.77,0,Hearty Stew Starter
42336,0,11.76,3.53,1.18,0.0889,222,219.98,12.94,0,Root Vegetable Pot Roast Blend
42337,5.59,15.29,2.06,7.94,0.5969,615,612.92,28.82,0,Chicken Poblano
42338,0,2.73,1.82,0.91,0.20828,75,61.88,3.64,0,Clery Hearts
42339,0,7.06,3.53,1.18,0,121,140.08,8.24,0,Washed & Cut Mexican Fajita Stir Fry
42340,0,10.59,2.35,1.18,0.0889,197,200.09,11.77,0,Hearty Stew Starter
42341,33.33,0,0,23.81,1.69418,1594,1704.64,57.14,0,Cheese Snack Bars
42342,28.57,4.76,0,23.81,1.57226,1594,1599.92,57.14,0,"Cheese Snack Bars, Pepper Jack"
42343,0,11.76,3.53,1.18,0.0889,222,219.98,12.94,0,Root Vegetable
42344,3,48,4,6,1.1684,1088,1035,57,0,Bread Dough
42345,22.58,27.96,21.51,3.23,0.14986,1351,1410.85,53.77,0,Arctic Ice Cream Bars
42346,3.21,16.43,1.43,2.14,0.889,418,440.88,21.78,0,Red Skin Mashed Potatoes
42347,26.67,63.33,0,10,1.778,2092,2286.74,100,0,"Cheese Crackers, White Cheddar"
42348,0,3.53,2.35,1.18,0.03048,75,80.07,4.71,0,Side Garden Salad
42349,5.88,2.35,1.18,3.53,0.44704,343,329.28,11.76,0,Side Greek Salad
42350,14.55,38.18,10,4.55,0.78486,1218,1293.86,57.28,0,"French Toast Bites, Cinnamon"
42351,15.52,65.52,18.97,12.07,0.26162,1803,1924.31,93.11,0,Granola Cereal
42352,14.75,67.21,21.31,11.48,0,1854,1912.98,93.44,0,Fruit & Nut Granola Cereal
42353,13.79,67.24,22.41,10.34,0.19812,1803,1856.67,91.37,0,Granola Cereal
42354,13.79,68.97,24.14,10.34,0.26162,1803,1886.08,93.1,0,Granola Cereal
42355,0,100,75,0,0.15748,1569,1700,100,0,Cinnamon Discs
42356,32.5,55,45,10,0.1905,2197,2372.5,97.5,0,Chocolate Covered Peanuts
42357,0,85.71,85.71,0,0,1494,1457.07,85.71,0,Candy
42358,0,3.86,1.93,0.97,0.03048,71,82.11,4.83,0,Garden Salad
42359,3.08,2.64,1.76,7.49,0.58166,276,292.33,13.21,0,Chef Salad
42360,1.16,30.23,20.93,1.16,0.07366,586,578.87,32.55,0,Sherbet Rainbow
42361,0,10.83,9.17,0.83,0,192,198.22,11.66,0,"Orange Juice, Orange"
42362,18.18,72.73,36.36,3.03,0.57658,2029,1996.94,93.94,0,Golden Creme-O's Vanilla Sandwich Cookies
42363,0,9.41,5.88,1.18,0.19304,172,180.03,10.59,0,Baby-Cut Supreme Carrots
42364,0,85.71,61.9,0,0.09144,1393,1457.07,85.71,0,Holiday Spice Drops Gummies
42365,0,82.5,62.5,0,0.09652,1360,1402.5,82.5,0,Holiday Bells Candy
42366,0,100,66.67,0,0,1674,1700,100,0,"Starlights Mints Candy, Peppermint"
42367,0,83.33,55.56,0,0.10668,1393,1416.61,83.33,0,Holiday Wreath Gummies
42368,15.15,31.82,21.21,3.03,0.26924,1142,1183.3,50,0,Ice Cream
42369,0,13.74,10.44,0,0,230,233.58,13.74,0,Granny Smith Apple
42370,0,13.74,10.44,0,0,230,233.58,13.74,0,Red Delicious Apple
42371,0,13.74,10.44,0,0,230,233.58,13.74,0,"Crisp, Dense & Aromatic Gala Apples"
42372,0,13.74,10.44,0,0,230,233.58,13.74,0,Sweet & Slightly Aromatic Fuji Apples
42373,0,13.74,10.44,0,0,230,233.58,13.74,0,"Golden Delicious Apples, Crisp & Sweet"
42374,0,17.57,0.68,2.03,0,310,333.2,19.6,0,Russet Potates
42375,0,17.57,0.68,2.03,0,310,333.2,19.6,0,California White Potatoes
42376,0,17.57,0.68,2.03,0,310,333.2,19.6,0,White Potatoes
42377,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,Thin Spaghetti
42378,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,"Classic Spaghetti, Enriched Macaroni Product"
42379,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,Elbow Macaroni
42380,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,Classic Thin Spaghetti
42381,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,Classic Elbow Macaroni
42382,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,Classic Thin Spaghetti
42383,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,"Spaghetti, Enriched Macaroni Product"
42384,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,"Spaghetti, Enriched Macaroni Product"
42385,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,Classic Thin Spaghetti
42386,1.79,73.21,3.57,12.5,0,1494,1526.88,87.5,0,"Spaghetti, Enriched Macaroni Product"
42387,35.71,50,0,7.14,1.45034,2243,2364.07,92.85,0,Classic Potato Chips
42388,35.71,50,0,7.14,1.45034,2243,2364.07,92.85,0,Wavy Potato Chips
42389,35.71,50,3.57,7.14,1.905,2243,2364.07,92.85,0,"Potato Chips, Barbecue"
42390,35.71,50,3.57,7.14,1.905,2243,2364.07,92.85,0,"Potato Chips, Barbecue"
42391,35.71,50,3.57,7.14,1.905,2243,2364.07,92.85,0,"Potato Chips, Sour Cream & Onion"
42392,35.71,50,3.57,7.14,1.905,2243,2364.07,92.85,0,"Potato Chips, Sour Cream & Onion Artificially Flavored"
42393,35.71,50,0,7.14,1.45034,2243,2364.07,92.85,0,Rippled Potato Chips
42394,35.71,50,0,7.14,1.45034,2243,2364.07,92.85,0,Rippled Potato Chips
42395,0,0,0,0,0,0,0,0,0,Purified Water
42396,3.33,83.33,13.33,6.67,1.524,1674,1659.87,93.33,0,Baked Honey Wheat Pretzel Braids
42397,2.78,80.56,2.78,8.33,1.905,1628,1619.55,91.67,0,Baked Pretzel Rods
42398,3.33,80,3.33,10,2.71018,1674,1659.87,93.33,0,Baked Pretzel Sticks
42399,21.43,60.71,7.14,7.14,2.35966,2092,1989.22,89.28,0,"Pretzel Pieces, Honey Mustard & Onion"
42400,17.86,67.86,0,7.14,2.72034,1941,1971.54,92.86,0,Buffalo Style Pretzel Pieces
42401,3.33,80,3.33,10,2.71018,1674,1659.87,93.33,0,Baked Waffle Pretzels
42402,0,80.65,0,9.68,2.3749,1485,1535.61,90.33,0,Sour Dough Pretzels
42403,0,0,0,0,0,0,0,0,0,Caffeine Free Diet Cola
42404,0,0,0,0,0,0,0,0,0,"Diet Soda, Mountain Lion"
42405,0,0,0,0,0,0,0,0,0,"Diet Soda, Dr. Perky"
42406,0,11.83,11.83,0,0,176,201.11,11.83,0,"Soda, Dr. Perky"
42407,0,13.8,13.8,0,0,226,234.6,13.8,0,"Soda, Mountain Lion"
42408,0,0,0,0,0,0,0,0,0,"Diet Soda, Root Beer"
42409,0,0,0,0,0,0,0,0,0,Diet Soda
